  0.245000  0.029624  0.000373 -0.002946  0.239667  0.005069 -0.023700
  0.246000  0.029864  0.000378 -0.002970  0.240614  0.005119 -0.023791
  0.247000  0.030105  0.000383 -0.002994  0.241561  0.005169 -0.023882
  0.248000  0.030347  0.000388 -0.003018  0.242508  0.005219 -0.023974
  0.249000  0.030590  0.000394 -0.003042  0.243454  0.005269 -0.024065
  0.250000  0.030834  0.000399 -0.003066  0.244400  0.005320 -0.024156
  0.251000  0.031079  0.000404 -0.003090  0.245345  0.005371 -0.024247
  0.252000  0.031324  0.000410 -0.003114  0.246290  0.005422 -0.024338
  0.253000  0.031571  0.000415 -0.003139  0.247235  0.005474 -0.024429
  0.254000  0.031819  0.000421 -0.003163  0.248180  0.005526 -0.024520
  0.255000  0.032068  0.000426 -0.003188  0.249124  0.005578 -0.024610
  0.256000  0.032317  0.000432 -0.003212  0.250068  0.005631 -0.024701
  0.257000  0.032568  0.000437 -0.003237  0.251011  0.005683 -0.024792
  0.258000  0.032819  0.000443 -0.003262  0.251954  0.005737 -0.024882
  0.259000  0.033072  0.000449 -0.003287  0.252897  0.005790 -0.024973
  0.260000  0.033325  0.000455 -0.003312  0.253840  0.005844 -0.025063
  0.261000  0.033579  0.000461 -0.003337  0.254782  0.005898 -0.025154
  0.262000  0.033835  0.000467 -0.003362  0.255724  0.005952 -0.025244
  0.263000  0.034091  0.000473 -0.003388  0.256665  0.006007 -0.025334
  0.264000  0.034348  0.000479 -0.003413  0.257606  0.006062 -0.025424
  0.265000  0.034606  0.000485 -0.003438  0.258547  0.006117 -0.025514
  0.266000  0.034865  0.000491 -0.003464  0.259488  0.006173 -0.025605
  0.267000  0.035125  0.000497 -0.003490  0.260428  0.006229 -0.025695
  0.268000  0.035386  0.000503 -0.003515  0.261368  0.006285 -0.025784
  0.269000  0.035648  0.000510 -0.003541  0.262307  0.006341 -0.025874
  0.270000  0.035910  0.000516 -0.003567  0.263246  0.006398 -0.025964
  0.271000  0.036174  0.000522 -0.003593  0.264185  0.006455 -0.026054
  0.272000  0.036439  0.000529 -0.003619  0.265123  0.006513 -0.026143
  0.273000  0.036704  0.000535 -0.003645  0.266061  0.006571 -0.026233
  0.274000  0.036971  0.000542 -0.003672  0.266999  0.006629 -0.026323
  0.275000  0.037238  0.000549 -0.003698  0.267936  0.006687 -0.026412
  0.276000  0.037507  0.000555 -0.003725  0.268873  0.006746 -0.026501
  0.277000  0.037776  0.000562 -0.003751  0.269810  0.006805 -0.026591
  0.278000  0.038046  0.000569 -0.003778  0.270746  0.006864 -0.026680
  0.279000  0.038318  0.000576 -0.003804  0.271682  0.006924 -0.026769
  0.280000  0.038590  0.000583 -0.003831  0.272618  0.006984 -0.026858
  0.281000  0.038863  0.000590 -0.003858  0.273553  0.007044 -0.026947
  0.282000  0.039137  0.000597 -0.003885  0.274488  0.007105 -0.027036
  0.283000  0.039412  0.000604 -0.003912  0.275423  0.007166 -0.027125
  0.284000  0.039688  0.000611 -0.003939  0.276357  0.007227 -0.027214
  0.285000  0.039965  0.000619 -0.003967  0.277291  0.007289 -0.027303
  0.286000  0.040242  0.000626 -0.003994  0.278224  0.007351 -0.027391
  0.287000  0.040521  0.000633 -0.004021  0.279157  0.007413 -0.027480
  0.288000  0.040801  0.000641 -0.004049  0.280090  0.007475 -0.027569
  0.289000  0.041081  0.000648 -0.004077  0.281022  0.007538 -0.027657
  0.290000  0.041363  0.000656 -0.004104  0.281954  0.007602 -0.027745
  0.291000  0.041645  0.000663 -0.004132  0.282886  0.007665 -0.027834
  0.292000  0.041929  0.000671 -0.004160  0.283817  0.007729 -0.027922
  0.293000  0.042213  0.000679 -0.004188  0.284748  0.007793 -0.028010
  0.294000  0.042498  0.000687 -0.004216  0.285679  0.007858 -0.028098
  0.295000  0.042784  0.000695 -0.004244  0.286609  0.007923 -0.028186
  0.296000  0.043071  0.000702 -0.004272  0.287539  0.007988 -0.028274
  0.297000  0.043359  0.000711 -0.004301  0.288468  0.008053 -0.028362
  0.298000  0.043648  0.000719 -0.004329  0.289398  0.008119 -0.028450
  0.299000  0.043938  0.000727 -0.004358  0.290326  0.008185 -0.028538
  0.300000  0.044229  0.000735 -0.004386  0.291255  0.008252 -0.028625
  0.301000  0.044521  0.000743 -0.004415  0.292183  0.008319 -0.028713
  0.302000  0.044813  0.000752 -0.004444  0.293110  0.008386 -0.028800
  0.303000  0.045107  0.000760 -0.004472  0.294038  0.008453 -0.028888
  0.304000  0.045401  0.000769 -0.004501  0.294965  0.008521 -0.028975
  0.305000  0.045697  0.000777 -0.004530  0.295891  0.008589 -0.029063
  0.306000  0.045993  0.000786 -0.004559  0.296817  0.008658 -0.029150
  0.307000  0.046290  0.000794 -0.004589  0.297743  0.008727 -0.029237
  0.308000  0.046589  0.000803 -0.004618  0.298669  0.008796 -0.029324
  0.309000  0.046888  0.000812 -0.004647  0.299594  0.008865 -0.029411
  0.310000  0.047188  0.000821 -0.004677  0.300518  0.008935 -0.029498
  0.311000  0.047489  0.000830 -0.004706  0.301442  0.009005 -0.029585
  0.312000  0.047791  0.000839 -0.004736  0.302366  0.009076 -0.029672
  0.313000  0.048093  0.000848 -0.004766  0.303290  0.009147 -0.029758
  0.314000  0.048397  0.000857 -0.004795  0.304213  0.009218 -0.029845
  0.315000  0.048702  0.000866 -0.004825  0.305136  0.009290 -0.029931
  0.316000  0.049007  0.000876 -0.004855  0.306058  0.009362 -0.030018
  0.317000  0.049314  0.000885 -0.004885  0.306980  0.009434 -0.030104
  0.318000  0.049621  0.000895 -0.004916  0.307902  0.009506 -0.030190
  0.319000  0.049930  0.000904 -0.004946  0.308823  0.009579 -0.030277
  0.320000  0.050239  0.000914 -0.004976  0.309744  0.009653 -0.030363
  0.321000  0.050549  0.000923 -0.005007  0.310664  0.009726 -0.030449
  0.322000  0.050860  0.000933 -0.005037  0.311585  0.009800 -0.030535
  0.323000  0.051172  0.000943 -0.005068  0.312504  0.009874 -0.030621
  0.324000  0.051485  0.000953 -0.005098  0.313424  0.009949 -0.030707
  0.325000  0.051799  0.000963 -0.005129  0.314342  0.010024 -0.030792
  0.326000  0.052114  0.000973 -0.005160  0.315261  0.010099 -0.030878
  0.327000  0.052430  0.000983 -0.005191  0.316179  0.010175 -0.030964
  0.328000  0.052746  0.000993 -0.005222  0.317097  0.010251 -0.031049
  0.329000  0.053064  0.001004 -0.005253  0.318014  0.010328 -0.031134
  0.330000  0.053382  0.001014 -0.005284  0.318931  0.010404 -0.031220
  0.331000  0.053702  0.001024 -0.005315  0.319848  0.010481 -0.031305
